######## Translation table for ROC # 2
######## Tue Aug 12 09:43:47 EDT 1997
######## By uid=2420(burin) gid=15(users)
######## Version # 3
#bank	sector#	sd1#	sd2#	ind#	tag#	stat#	roc#	slot#	type	channel#
DC0 	5	25	84	0	52	0	2	8	1877	77
DC0 	5	26	83	0	52	0	2	8	1877	78
DC0 	5	28	83	0	52	0	2	8	1877	79
DC0 	5	30	87	0	52	0	2	8	1877	80
DC0 	5	29	87	0	52	0	2	8	1877	81
DC0 	5	27	87	0	52	0	2	8	1877	82
DC0 	5	25	87	0	52	0	2	8	1877	83
DC0 	5	26	86	0	52	0	2	8	1877	84
DC0 	5	28	86	0	52	0	2	8	1877	85
DC0 	5	30	86	0	52	0	2	8	1877	86
DC0 	5	29	86	0	52	0	2	8	1877	87
DC0 	5	27	82	0	52	0	2	8	1877	88
DC0 	5	25	82	0	52	0	2	8	1877	89
DC0 	5	26	81	0	52	0	2	8	1877	90
DC0 	5	28	81	0	52	0	2	8	1877	91
DC0 	5	30	81	0	52	0	2	8	1877	92
DC0 	5	29	81	0	52	0	2	8	1877	93
